id       , source        , duration_in_min, start_time            , end_time              , amount, kiosk_id  , app_zone_id, app_zone_group          , payment_method   , location_group   , last_updated
364787749, Passport - app,    105.0       , 04/22/2022 12:42:00 PM, 04/22/2022 02:27:00 PM,   3.8 ,           ,     39208.0, CORE                    , App - Wallet     , Core             , 05/04/2023 10:31:40 PM
 94539727, Parking Meters,     90.0       , 10/11/2023 05:53:54 PM, 10/11/2023 07:23:54 PM,   3.25, 10000709.0,            ,                         , CARD             , Core             , 11/30/2023 09:23:57 AM
 98396693, Parking Meters,     29.783333  , 10/05/2024 05:30:13 PM, 10/05/2024 06:00:00 PM,   2.25, 20001416.0,            ,                         , CARD             , Non-Core         , 11/30/2024 03:51:06 PM
 96780627, Parking Meters,    225.0       , 05/18/2024 11:23:29 AM, 05/18/2024 03:08:29 PM,   9.5 , 71002007.0,            ,                         , CARD             , Toomey           , 06/30/2024 02:31:14 PM
463235599, Passport - app,     90.0       , 05/25/2023 04:09:00 PM, 05/25/2023 05:39:00 PM,   3.3 ,           ,     39301.0, CORE                    , App - Wallet     , Core             , 06/30/2023 09:21:26 AM
588919471, Passport - app,    120.0       , 08/21/2024 01:03:00 PM, 08/21/2024 03:03:00 PM,   4.3 ,           ,     39648.0, West Campus PBD         , App - Wallet     , West Campus      , 09/30/2024 02:53:18 PM
647227488, Passport - app,     75.0       , 03/11/2025 11:10:00 AM, 03/11/2025 12:25:00 PM,   3.3 ,           ,     40004.0, SoCo PTMD               , App - Credit Card, South Congress   , 05/28/2025 07:43:14 PM
 99128302, Parking Meters,    180.0       , 12/28/2024 04:57:56 PM, 12/28/2024 07:57:56 PM,   7.25, 61001623.0,            ,                         , CARD             , Rainey           , 01/31/2025 03:55:33 PM
 98958128, Parking Meters,     83.85      , 12/07/2024 03:36:08 PM, 12/07/2024 04:59:59 PM,   3.04, 21002113.0,            ,                         , CARD             , Dawson's Lot     , 01/31/2025 03:53:14 PM
634946044, Passport - app,     45.0       , 01/29/2025 12:26:00 PM, 01/29/2025 01:11:00 PM,   1.9 ,           ,     39438.0, Non-Core                , Apple Pay        , Non-Core         , 02/28/2025 03:30:20 PM
 90472103, Parking Meters,    240.0       , 11/07/2022 08:01:04 AM, 11/07/2022 12:01:04 PM,  10.75, 10000518.0,            ,                         , CARD             , Core             , 05/04/2023 11:12:00 PM
101945101, Parking Meters,    115.5       , 10/29/2025 11:37:09 AM, 10/29/2025 01:32:39 PM,   3.85, 10000112.0,            ,                         , COINS            , Core             , 11/30/2025 03:34:44 PM
589117654, Passport - app,    600.0       , 08/22/2024 08:14:00 AM, 08/22/2024 06:14:00 PM,  39.3 ,           ,     39240.0, CORE                    , App - Wallet     , Core             , 09/30/2024 02:53:22 PM
609386749, Passport - app,    120.0       , 10/29/2024 08:59:00 AM, 10/29/2024 10:59:00 AM,   4.3 ,           ,     39604.0, West Campus PBD         , App - Wallet     , West Campus      , 11/30/2024 03:46:34 PM
612785172, Passport - app,    120.0       , 11/08/2024 07:29:00 PM, 11/08/2024 09:29:00 PM,   4.4 ,           ,     40107.0, SoCo PTMD               , Apple Pay        , South Congress   , 12/31/2024 03:43:32 PM
 86785360, Parking Meters,     60.0       , 01/26/2022 09:49:07 PM, 01/26/2022 10:49:07 PM,   2.25, 24002425.0,            ,                         , CARD             , East Austin      , 05/04/2023 10:07:15 PM
100671345, Parking Meters,     60.0       , 06/13/2025 11:16:06 AM, 06/13/2025 12:16:06 PM,   2.25, 26002622.0,            ,                         , CARD             , Mueller          , 07/31/2025 03:17:18 PM
671105426, Passport - app,     15.0       , 05/23/2025 01:01:00 PM, 05/23/2025 01:16:00 PM,   0.9 ,           ,     39808.0, Mueller PTMD            , App - Validation , Mueller          , 06/30/2025 03:06:09 PM
475414537, Passport - app,    120.0       , 07/12/2023 10:05:00 AM, 07/12/2023 12:05:00 PM,   4.3 ,           ,     39709.0, East Austin PTMD        , App - Wallet     , East Austin      , 08/30/2023 10:55:11 PM
 85266474, Parking Meters,    135.0       , 09/11/2021 01:06:06 PM, 09/11/2021 03:21:06 PM,   4.75, 24002424.0,            ,                         , CARD             , East Austin      , 05/04/2023 09:41:08 PM
516249955, Passport - app,    180.0       , 12/09/2023 11:47:00 AM, 12/09/2023 02:47:00 PM,   7.3 ,           ,     39212.0, CORE                    , App - Wallet     , Core             , 01/31/2024 09:18:37 AM
428337710, Passport - app,     45.0       , 01/13/2023 01:20:00 PM, 01/13/2023 02:05:00 PM,   1.8 ,           ,     39525.0, Non-Core                , App - Wallet     , Non-Core         , 05/08/2023 04:03:07 PM
 91783068, Parking Meters,     60.0       , 03/08/2023 01:55:03 PM, 03/08/2023 02:55:03 PM,   2.25, 35001518.0,            ,                         , CARD             , West Campus      , 04/30/2023 09:25:39 AM
 87738065, Parking Meters,     90.0       , 04/14/2022 07:49:03 PM, 04/14/2022 09:19:03 PM,   3.25, 10000307.0,            ,                         , CARD             , Core             , 05/04/2023 10:34:00 PM
 84868085, Parking Meters,    225.0       , 08/12/2021 08:59:12 AM, 08/12/2021 12:44:12 PM,   9.5 , 35002537.0,            ,                         , CARD             , West Campus      , 05/04/2023 09:35:37 PM
389914924, Passport - app,     15.0       , 08/03/2022 03:40:00 PM, 08/03/2022 03:55:00 PM,   0.8 ,           ,     39251.0, CORE                    , App - Wallet     , Core             , 05/04/2023 10:53:21 PM
688227152, Passport - app,    210.0       , 07/17/2025 06:33:00 PM, 07/17/2025 10:03:00 PM,   8.65,           ,     39167.0, CORE                    , App - Credit Card, Core             , 08/28/2025 03:09:27 PM
675127135, Passport - app,     45.0       , 06/05/2025 03:55:00 PM, 06/05/2025 04:40:00 PM,   1.9 ,           ,     39128.0, CORE                    , Apple Pay        , Core             , 07/31/2025 03:09:26 PM
429464493, Passport - app,    105.0       , 01/18/2023 03:09:00 PM, 01/18/2023 04:54:00 PM,   3.8 ,           ,     39661.0, West Campus PBD         , App - Wallet     , West Campus      , 05/08/2023 04:03:22 PM
537428371, Passport - app,     30.0       , 02/28/2024 08:00:00 AM, 02/28/2024 08:30:00 AM,   1.4 ,           ,     39268.0, CORE                    , App - Credit Card, Core             , 03/31/2024 02:26:04 PM
502765290, Passport - app,    120.0       , 10/20/2023 02:27:00 PM, 10/20/2023 04:27:00 PM,   2.3 ,           ,     39024.0, PARD (Parking Lots)     , Apple Pay        , Dawson's Lot     , 11/30/2023 09:17:44 AM
 96165069, Parking Meters,     60.0       , 03/28/2024 03:25:12 PM, 03/28/2024 04:25:12 PM,   2.25, 10000202.0,            ,                         , CARD             , Core             , 04/30/2024 02:36:45 PM
704129569, Passport - app,     45.0       , 09/05/2025 04:36:00 PM, 09/05/2025 05:21:00 PM,   1.8 ,           ,     39806.0, Mueller PTMD            , App - Wallet     , Mueller          , 10/31/2025 02:33:25 PM
 91781571, Parking Meters,    240.0       , 03/08/2023 12:53:31 PM, 03/08/2023 04:53:31 PM,  10.75, 20001303.0,            ,                         , CARD             , Non-Core         , 04/30/2023 09:25:39 AM
 97089920, Parking Meters,     60.0       , 06/10/2024 02:25:46 PM, 06/10/2024 03:25:46 PM,   2.25, 10000224.0,            ,                         , CARD             , Core             , 07/31/2024 02:32:16 PM
 82499621, Parking Meters,    143.0       , 01/29/2021 09:35:59 PM, 01/29/2021 11:58:59 PM,   5.15, 61001630.0,            ,                         , CARD             , Rainey           , 05/04/2023 08:49:31 PM
483587036, Passport - app,     45.0       , 08/11/2023 01:31:00 PM, 08/11/2023 02:16:00 PM,   1.8 ,           ,     39221.0, CORE                    , App - Wallet     , Core             , 09/30/2023 09:15:34 AM
695068587, Passport - app,     45.0       , 08/08/2025 12:13:00 PM, 08/08/2025 12:58:00 PM,   1.9 ,           ,     39901.0, Colorado River Area PTMD, App - Credit Card, Colorado River   , 09/30/2025 03:10:37 PM
439946462, Passport - app,    390.0       , 03/01/2023 09:52:00 AM, 03/01/2023 04:22:00 PM,  21.05,           ,     39715.0, East Austin PTMD        , App - Wallet     , East Austin      , 04/30/2023 09:19:47 AM
697099022, Passport - app,    195.0       , 08/14/2025 06:47:00 PM, 08/14/2025 10:02:00 PM,   7.9 ,           ,     39193.0, CORE                    , Apple Pay        , Core             , 09/30/2025 03:11:02 PM
 91802647, Parking Meters,     90.0       , 03/10/2023 10:07:40 AM, 03/10/2023 11:37:40 AM,   3.25, 26002608.0,            ,                         , CARD             , Mueller          , 04/30/2023 09:25:55 AM
705374539, Passport - app,     90.0       , 09/09/2025 10:12:00 PM, 09/09/2025 11:42:00 PM,   3.4 ,           ,     39740.0, East Austin PTMD        , Apple Pay        , East Austin      , 10/31/2025 02:33:40 PM
 83518092, Parking Meters,    135.0       , 05/06/2021 06:11:46 PM, 05/06/2021 08:26:46 PM,   4.75, 24002429.0,            ,                         , CARD             , East Austin      , 05/04/2023 09:17:41 PM
 79552844, Parking Meters,    120.0       , 03/05/2020 06:57:26 PM, 03/05/2020 08:57:26 PM,   4.0 , 10000307.0,            ,                         , CARD             , Core             , 05/04/2023 07:58:48 PM
102469774, Parking Meters,    442.9       , 01/09/2026 09:52:06 AM, 01/09/2026 05:15:00 PM,  25.0 , 26002624.0,            ,                         , CARD             , Mueller          , 02/28/2026 03:09:28 PM
 85211391, Parking Meters,     60.0       , 09/08/2021 11:04:48 AM, 09/08/2021 12:04:48 PM,   2.25, 24002439.0,            ,                         , CARD             , East Austin      , 05/04/2023 09:40:40 PM
101623100, Parking Meters,    487.81668   , 09/22/2025 01:52:11 PM, 09/22/2025 10:00:00 PM,   5.0 , 81002107.0,            ,                         , CARD             , Emma             , 10/31/2025 02:40:19 PM
 92863065, Parking Meters,     75.0       , 06/03/2023 03:28:32 PM, 06/03/2023 04:43:32 PM,   2.75, 26002605.0,            ,                         , CARD             , Mueller          , 07/31/2023 09:21:55 AM
547962172, Passport - app,     30.0       , 04/03/2024 02:33:00 PM, 04/03/2024 03:03:00 PM,   1.3 ,           ,     39713.0, East Austin PTMD        , Google Pay       , East Austin      , 05/31/2024 02:42:55 PM
 92499688, Parking Meters,     60.616665  , 05/05/2023 10:58:22 PM, 05/05/2023 11:58:59 PM,   2.27, 10000522.0,            ,                         , CARD             , Core             , 06/30/2023 09:27:23 AM
515596954, Passport - app,    225.0       , 12/07/2023 11:34:00 AM, 12/07/2023 03:19:00 PM,   9.65,           ,     39642.0, West Campus PBD         , App - Credit Card, West Campus      , 01/31/2024 09:18:30 AM
489524784, Passport - app,     41.283333  , 09/02/2023 02:01:00 PM, 09/02/2023 02:42:17 PM,   1.8 ,           ,     39266.0, CORE                    , App - Wallet     , Core             , 10/31/2023 09:19:04 AM
101936737, Parking Meters,     60.0       , 10/28/2025 11:29:48 AM, 10/28/2025 12:29:48 PM,   2.25, 10000302.0,            ,                         , CARD             , Core             , 11/30/2025 03:34:38 PM
 96783550, Parking Meters,     90.0       , 05/18/2024 01:08:27 PM, 05/18/2024 02:38:27 PM,   3.25, 10001212.0,            ,                         , CARD             , Core             , 06/30/2024 02:31:14 PM
101333706, Parking Meters,    249.8       , 08/20/2025 07:49:12 PM, 08/20/2025 11:59:00 PM,  11.24, 10000204.0,            ,                         , CARD             , Core             , 09/30/2025 03:19:13 PM
605717422, Passport - app,     15.0       , 10/16/2024 07:42:00 PM, 10/16/2024 07:57:00 PM,   0.8 ,           ,     39800.0, Mueller PTMD            , App - Wallet     , Mueller          , 11/30/2024 03:45:40 PM
709980219, Passport - app,     70.0       , 09/23/2025 04:50:00 PM, 09/23/2025 06:00:00 PM,   2.9 ,           ,     39199.0, CORE                    , Apple Pay        , Core             , 09/30/2025 03:09:32 PM
522925422, Passport - app,     30.0       , 01/05/2024 02:54:00 PM, 01/05/2024 03:24:00 PM,   1.4 ,           ,     39562.0, Non-Core (Toomey)       , App - Credit Card, Toomey           , 02/29/2024 08:08:07 PM
 93858270, Parking Meters,    300.0       , 08/14/2023 08:49:40 AM, 08/14/2023 01:49:40 PM,  14.75, 10000842.0,            ,                         , CARD             , Core             , 09/30/2023 09:23:40 AM
705729710, Passport - app,    195.0       , 09/10/2025 07:04:00 PM, 09/10/2025 10:19:00 PM,   7.9 ,           ,     39118.0, CORE                    , App - Credit Card, Core             , 10/31/2025 02:33:44 PM
100978962, Parking Meters,    118.4       , 07/15/2025 04:01:34 PM, 07/15/2025 05:59:58 PM,   4.19, 10000204.0,            ,                         , CARD             , Core             , 08/28/2025 03:15:15 PM
647442704, Passport - app,    210.0       , 03/11/2025 08:21:00 PM, 03/11/2025 11:51:00 PM,   9.15,           ,     40015.0, SoCo PTMD               , Apple Pay        , South Congress   , 05/28/2025 07:43:14 PM
101409203, Parking Meters,     39.316666  , 08/28/2025 05:20:41 PM, 08/28/2025 06:00:00 PM,   2.25, 20001440.0,            ,                         , CARD             , Non-Core         , 09/30/2025 03:20:21 PM
 99583395, Parking Meters,     90.0       , 02/27/2025 08:54:58 PM, 02/27/2025 10:24:58 PM,   3.25, 10000514.0,            ,                         , CARD             , Core             , 03/30/2025 02:42:51 PM
100362210, Parking Meters,    150.0       , 05/14/2025 09:07:39 PM, 05/14/2025 11:37:39 PM,   5.5 , 10000515.0,            ,                         , CARD             , Core             , 06/30/2025 03:13:01 PM
 83745830, Parking Meters,     60.0       , 05/22/2021 07:18:35 PM, 05/22/2021 08:18:35 PM,   2.25, 24002440.0,            ,                         , CARD             , East Austin      , 05/04/2023 09:20:06 PM
382840677, Passport - app,    105.0       , 07/05/2022 01:26:00 PM, 07/05/2022 03:11:00 PM,   3.8 ,           ,     39218.0, CORE                    , App - Wallet     , Core             , 05/04/2023 10:48:01 PM
469767093, Passport - app,     38.5       , 06/20/2023 09:00:00 AM, 06/20/2023 09:38:30 AM,   1.8 ,           ,     39175.0, CORE                    , App - Wallet     , Core             , 07/31/2023 09:16:32 AM
 91280403, Parking Meters,    315.0       , 01/21/2023 04:59:53 PM, 01/21/2023 09:21:43 PM,  13.25, 10000530.0,            ,                         , CARD             , Core             , 05/08/2023 03:50:15 PM
671278454, Passport - app,     90.0       , 05/23/2025 07:18:00 PM, 05/23/2025 08:48:00 PM,   3.6 ,           ,     39806.0, Mueller PTMD            , App - Wallet     , Mueller          , 06/30/2025 03:06:09 PM
497183698, Passport - app,     30.0       , 09/30/2023 12:22:00 PM, 09/30/2023 12:52:00 PM,   1.3 ,           ,     39501.0, Non-Core                , App - Wallet     , Non-Core         , 10/31/2023 09:20:24 AM
 85070150, Parking Meters,    105.0       , 08/27/2021 03:31:07 PM, 08/27/2021 05:16:07 PM,   3.75, 10000870.0,            ,                         , CARD             , Core             , 05/04/2023 09:37:55 PM
700902437, Passport - app,    135.0       , 08/26/2025 05:11:00 PM, 08/26/2025 07:26:00 PM,   5.15,           ,     40001.0, SoCo PTMD               , Apple Pay        , South Congress   , 09/30/2025 03:11:57 PM
 96282730, Parking Meters,     60.0       , 04/06/2024 03:27:28 PM, 04/06/2024 04:27:28 PM,   2.25, 10000131.0,            ,                         , CARD             , Core             , 05/31/2024 02:56:37 PM
100501870, Parking Meters,     60.0       , 05/27/2025 04:34:11 PM, 05/27/2025 05:34:11 PM,   2.25, 20001416.0,            ,                         , CARD             , Non-Core         , 06/30/2025 03:14:46 PM
368225749, Passport - app,    120.0       , 05/05/2022 03:24:00 PM, 05/05/2022 05:24:00 PM,   4.3 ,           ,     39497.0, Non-Core                , App - Wallet     , Non-Core         , 05/04/2023 10:36:40 PM
352173142, Passport - app,    135.0       , 03/03/2022 01:24:00 PM, 03/03/2022 03:39:00 PM,   4.8 ,           ,     39235.0, CORE                    , App - Wallet     , Core             , 05/04/2023 10:25:19 PM
102206515, Parking Meters,    495.0       , 12/03/2025 09:02:12 AM, 12/03/2025 05:17:12 PM,  30.0 , 10000114.0,            ,                         , CARD             , Core             , 01/30/2026 03:04:47 PM
102687581, Parking Meters,     60.0       , 02/12/2026 10:25:45 AM, 02/12/2026 11:25:45 AM,   2.5 , 26002621.0,            ,                         , CARD             , Mueller          , 03/11/2026 09:53:18 PM
516119977, Passport - app,    225.0       , 12/08/2023 06:41:00 PM, 12/08/2023 10:26:00 PM,   9.85,           ,     39581.0, Non-Core (Rainey)       , App - Wallet     , Rainey           , 01/31/2024 09:18:33 AM
703686797, Passport - app,    105.0       , 09/04/2025 02:19:00 PM, 09/04/2025 04:04:00 PM,   3.9 ,           ,     39214.0, CORE                    , Apple Pay        , Core             , 10/31/2025 02:33:20 PM
 98429466, Parking Meters,    210.0       , 10/09/2024 03:20:18 PM, 10/09/2024 06:48:44 PM,   6.25, 10000204.0,            ,                         , CARD             , Core             , 11/30/2024 03:51:38 PM
 92993312, Parking Meters,    109.316666  , 06/13/2023 09:40:41 AM, 06/13/2023 11:30:00 AM,   3.25, 26002622.0,            ,                         , CARD             , Mueller          , 07/31/2023 09:23:19 AM
 99991529, Parking Meters,    315.0       , 04/10/2025 04:06:17 PM, 04/10/2025 09:21:17 PM,  15.5 , 26002632.0,            ,                         , CARD             , Mueller          , 05/31/2025 03:11:56 PM
457505428, Passport - app,     75.0       , 05/04/2023 01:53:00 PM, 05/04/2023 03:08:00 PM,   3.1 ,           ,     39604.0, West Campus PBD         , App - Wallet     , West Campus      , 06/30/2023 09:20:34 AM
 97308823, Parking Meters,    209.78334   , 06/28/2024 08:20:45 AM, 06/28/2024 11:15:00 AM,   5.5 , 10001017.0,            ,                         , CARD             , Core             , 07/31/2024 02:35:00 PM
536733730, Passport - app,     30.0       , 02/25/2024 01:51:00 PM, 02/25/2024 02:21:00 PM,   1.3 ,           ,     40002.0, SoCo PTMD               , App - Wallet     , South Congress   , 07/02/2024 06:05:27 PM
 80157563, Parking Meters,    105.0       , 05/22/2020 10:45:25 AM, 05/22/2020 12:30:25 PM,   3.5 , 71002011.0,            ,                         , CARD             , Toomey           , 05/04/2023 08:05:37 PM
 82588688, Parking Meters,     52.566666  , 02/09/2021 05:07:26 PM, 02/09/2021 06:00:00 PM,   2.0 , 19001905.0,            ,                         , CARD             , MoPac Lot        , 05/04/2023 09:04:12 PM
594771318, Passport - app,    135.0       , 09/10/2024 03:13:00 PM, 09/10/2024 05:28:00 PM,   4.9 ,           ,     39188.0, CORE                    , Apple Pay        , Core             , 10/31/2024 02:52:36 PM
549998780, Passport - app,     75.0       , 04/10/2024 11:23:00 AM, 04/10/2024 12:38:00 PM,   2.9 ,           ,     39201.0, CORE                    , App - Credit Card, Core             , 05/31/2024 02:43:27 PM
 84413642, Parking Meters,    135.0       , 07/09/2021 08:56:21 PM, 07/09/2021 11:11:21 PM,   4.75, 10000534.0,            ,                         , CARD             , Core             , 05/04/2023 09:29:32 PM
 90369835, Parking Meters,     60.0       , 10/29/2022 12:33:04 PM, 10/29/2022 01:33:04 PM,   2.25, 10000531.0,            ,                         , CARD             , Core             , 05/04/2023 11:09:45 PM
101758342, Parking Meters,    105.0       , 10/08/2025 09:38:24 AM, 10/08/2025 11:23:24 AM,   3.75, 10000813.0,            ,                         , CARD             , Core             , 11/30/2025 03:32:24 PM
 94527297, Parking Meters,    432.6       , 10/10/2023 02:47:24 PM, 10/10/2023 10:00:00 PM,  10.0 , 81002105.0,            ,                         , CARD             , Walsh            , 11/30/2023 09:23:47 AM
591520166, Passport - app,    180.0       , 08/29/2024 07:30:00 PM, 08/29/2024 10:30:00 PM,   7.4 ,           ,     39157.0, CORE                    , Apple Pay        , Core             , 09/30/2024 02:53:44 PM
680215284, Passport - app,     60.0       , 06/21/2025 01:28:00 PM, 06/21/2025 02:28:00 PM,   2.4 ,           ,     39207.0, CORE                    , Apple Pay        , Core             , 07/31/2025 03:10:47 PM
298440710, Passport - app,     90.0       , 06/30/2021 06:07:00 PM, 06/30/2021 07:37:00 PM,   3.25,           ,     39221.0, CORE                    , App - Wallet     , Core             , 05/04/2023 09:22:35 PM
654998241, Passport - app,    240.0       , 04/04/2025 09:13:00 AM, 04/04/2025 01:13:00 PM,  10.9 ,           ,     39135.0, CORE                    , App - Credit Card, Core             , 05/31/2025 03:04:31 PM
 84760048, Parking Meters,     36.783333  , 08/03/2021 05:23:13 PM, 08/03/2021 06:00:00 PM,   2.25, 10000407.0,            ,                         , CARD             , Core             , 05/04/2023 09:34:19 PM
286355284, Passport - app,     90.0       , 04/30/2021 10:06:00 AM, 04/30/2021 11:36:00 AM,   3.25,           ,     39305.0, CORE                    , App - Wallet     , Core             , 05/04/2023 09:11:53 PM
 93121656, Parking Meters,     30.0       , 06/22/2023 11:02:51 AM, 06/22/2023 11:32:51 AM,   1.0 , 20001754.0,            ,                         , COINS            , Non-Core         , 07/31/2023 09:24:46 AM
 97954593, Parking Meters,     60.0       , 08/21/2024 09:38:53 PM, 08/21/2024 10:38:53 PM,   2.25, 10001024.0,            ,                         , CARD             , Core             , 09/30/2024 03:00:49 PM
691113007, Passport - app,    488.0       , 07/26/2025 03:52:00 PM, 07/27/2025 12:00:00 AM,  30.15,           ,     39214.0, CORE                    , App - Credit Card, Core             , 08/28/2025 03:10:11 PM
240003166, Passport - app,     75.0       , 05/21/2020 10:49:00 AM, 05/21/2020 12:04:00 PM,   2.75,           ,     39264.0, CORE                    , App - Wallet     , Core             , 05/04/2023 08:03:40 PM
630159204, Passport - app,     60.0       , 01/12/2025 01:00:00 PM, 01/12/2025 02:00:00 PM,   2.3 ,           ,     40002.0, SoCo PTMD               , App - Wallet     , South Congress   , 02/28/2025 03:29:16 PM
 87095683, Parking Meters,     60.0       , 02/25/2022 08:07:13 AM, 02/25/2022 09:07:13 AM,   2.25, 20000962.0,            ,                         , CARD             , Non-Core         , 05/04/2023 10:24:50 PM
 95302490, Parking Meters,    105.0       , 12/29/2023 11:38:52 AM, 12/29/2023 01:23:52 PM,   3.75, 24002414.0,            ,                         , CARD             , East Austin      , 01/31/2024 09:27:17 AM
550367790, Passport - app,     90.0       , 04/11/2024 12:01:00 PM, 04/11/2024 01:31:00 PM,   3.4 ,           ,     39169.0, CORE                    , App - Credit Card, Core             , 05/31/2024 02:43:32 PM
223143598, Passport - app,    139.0       , 01/16/2020 09:41:00 PM, 01/17/2020 12:00:00 AM,   5.25,           ,     39201.0, CORE                    , App - Wallet     , Core             , 05/04/2023 07:29:42 PM
286583848, Passport - app,    120.0       , 05/01/2021 11:01:00 AM, 05/01/2021 01:01:00 PM,   4.25,           ,     39581.0, Non-Core (Rainey)       , App - Wallet     , Rainey           , 05/04/2023 09:15:56 PM
 96739453, Parking Meters,     60.0       , 05/15/2024 08:06:57 AM, 05/15/2024 09:06:57 AM,   2.25, 20000910.0,            ,                         , CARD             , Non-Core         , 06/30/2024 02:30:45 PM
707420430, Passport - app,    300.0       , 09/16/2025 09:41:00 AM, 09/16/2025 02:41:00 PM,  14.8 ,           ,     39107.0, CORE                    , App - Wallet     , Core             , 09/30/2025 03:09:02 PM
320632673, Passport - app,     15.0       , 10/07/2021 10:53:00 AM, 10/07/2021 11:08:00 AM,   0.8 ,           ,     39202.0, CORE                    , App - Wallet     , Core             , 05/04/2023 09:44:07 PM
673578427, Passport - app,     45.0       , 05/31/2025 02:45:00 PM, 05/31/2025 03:30:00 PM,   1.9 ,           ,     39710.0, East Austin PTMD        , Apple Pay        , East Austin      , 06/30/2025 03:06:46 PM
677044144, Passport - app,    135.0       , 06/11/2025 04:58:00 PM, 06/11/2025 07:13:00 PM,   5.3 ,           ,     39720.0, East Austin PTMD        , Apple Pay        , East Austin      , 07/31/2025 03:09:51 PM
613387449, Passport - app,    135.0       , 11/11/2024 02:40:00 PM, 11/11/2024 04:55:00 PM,   5.05,           ,     40001.0, SoCo PTMD               , App - Wallet     , South Congress   , 12/31/2024 03:43:45 PM
 90966135, Parking Meters,    468.75      , 12/23/2022 07:11:15 PM, 12/24/2022 03:00:00 AM,   5.0 , 91001901.0,            ,                         , CARD             , MACC Lot         , 05/04/2023 11:19:06 PM
101628273, Parking Meters,    255.0       , 09/23/2025 10:00:56 AM, 09/23/2025 02:15:56 PM,  11.5 , 20001114.0,            ,                         , CARD             , Non-Core         , 10/31/2025 02:40:30 PM
560487273, Passport - app,    105.0       , 05/14/2024 03:31:00 PM, 05/14/2024 05:16:00 PM,   3.8 ,           ,     39242.0, CORE                    , App - Wallet     , Core             , 06/30/2024 02:23:41 PM
695280109, Passport - app,    120.0       , 08/08/2025 08:14:00 PM, 08/08/2025 10:14:00 PM,   4.4 ,           ,     39752.0, East Austin PTMD        , Apple Pay        , East Austin      , 09/30/2025 03:10:37 PM
 97137123, Parking Meters,    150.0       , 06/14/2024 12:42:36 PM, 06/14/2024 03:12:36 PM,   5.5 , 10000314.0,            ,                         , CARD             , Core             , 07/31/2024 02:32:56 PM
558521506, Passport - app,    435.0       , 05/08/2024 08:35:00 AM, 05/08/2024 03:50:00 PM,  25.15,           ,     39224.0, CORE                    , App - Credit Card, Core             , 06/30/2024 02:23:22 PM
 95177612, Parking Meters,     60.0       , 12/15/2023 11:49:27 AM, 12/15/2023 12:49:27 PM,   2.25, 10000227.0,            ,                         , CARD             , Core             , 01/31/2024 09:25:33 AM
270169143, Passport - app,    110.21667   , 01/15/2021 03:24:00 PM, 01/15/2021 05:14:13 PM,   4.25,           ,     39215.0, CORE                    , App - Wallet     , Core             , 05/04/2023 08:42:27 PM
383766935, Passport - app,    105.0       , 07/08/2022 09:54:00 PM, 07/08/2022 11:39:00 PM,   4.1 ,           ,     39249.0, CORE                    , App - Wallet     , Core             , 05/04/2023 10:48:08 PM
 84417660, Parking Meters,    154.88333   , 07/10/2021 10:55:07 AM, 07/10/2021 01:30:00 PM,   5.5 , 10001207.0,            ,                         , CARD             , Core             , 05/04/2023 09:29:40 PM
545283089, Passport - app,     15.0       , 03/25/2024 04:10:00 PM, 03/25/2024 04:25:00 PM,   0.8 ,           ,     39131.0, CORE                    , Apple Pay        , Core             , 04/30/2024 02:27:20 PM
 83517327, Parking Meters,    120.0       , 05/06/2021 05:22:49 PM, 05/06/2021 07:22:49 PM,   4.25, 10000655.0,            ,                         , CARD             , Core             , 05/04/2023 09:17:41 PM
 84978825, Parking Meters,    105.0       , 08/20/2021 02:28:59 PM, 08/20/2021 04:13:59 PM,   3.75, 24002431.0,            ,                         , CARD             , East Austin      , 05/04/2023 09:36:52 PM
 94566536, Parking Meters,     60.0       , 10/13/2023 07:55:45 PM, 10/13/2023 08:55:45 PM,   2.25, 10000620.0,            ,                         , CARD             , Core             , 11/30/2023 09:24:22 AM
696836965, Passport - app,    240.0       , 08/14/2025 09:24:00 AM, 08/14/2025 01:24:00 PM,  11.7 ,           ,     39277.0, CORE                    , Apple Pay        , Core             , 09/30/2025 03:11:02 PM
101816003, Parking Meters,     90.0       , 10/14/2025 01:14:06 PM, 10/14/2025 02:44:06 PM,   3.25, 26002622.0,            ,                         , CARD             , Mueller          , 11/30/2025 03:33:03 PM
600672768, Passport - app,     45.0       , 09/30/2024 09:49:00 AM, 09/30/2024 10:34:00 AM,   2.1 ,           ,     39103.0, CORE                    , App - Wallet     , Core             , 10/31/2024 02:53:50 PM
 92706626, Parking Meters,     60.0       , 05/23/2023 04:52:58 PM, 05/23/2023 05:52:58 PM,   2.25, 10000624.0,            ,                         , CARD             , Core             , 06/30/2023 09:29:45 AM
 89181116, Parking Meters,     75.0       , 07/27/2022 10:23:12 AM, 07/27/2022 11:38:12 AM,   2.75, 61001623.0,            ,                         , CARD             , Rainey           , 05/04/2023 10:52:34 PM
 90819114, Parking Meters,    105.0       , 12/09/2022 05:57:25 PM, 12/09/2022 07:42:25 PM,   3.75, 10001003.0,            ,                         , CARD             , Core             , 05/04/2023 11:17:24 PM
459291653, Passport - app,    120.0       , 05/11/2023 08:18:00 AM, 05/11/2023 10:18:00 AM,   4.3 ,           ,     39581.0, Non-Core (Rainey)       , App - Wallet     , Rainey           , 06/30/2023 09:20:53 AM
